label|ltable_id|rtable_id|possible_year.x|possible_year.y|short_words_removed.x|short_words_removed.y|fuzzy_similarity|fuzzy_similarity_sorted_tokens|fuzzy_similarity_partial_ratio|len_tokens_x|len_tokens_y|len_common_tokens|common_to_smaller_ratio|common_to_longer_ratio
0|1359|1648|1997|1994|sentinel object oriented dbms with event based rules sharma chakravarthy sigmod conference|metu object oriented dbms asuman dogac budak arpinar cem evrendilek cetin ozkan ilker altintas ilker durusoy mehmet altinel tansel okay yuksel saygin international conference management data|44|41|49|13|27|4|0.3076923076923077|0.14814814814814814
1|2232|1787|1998|1998|query unnesting object oriented databases leonidas fegaras sigmod conference|query unnesting object oriented databases international conference management data leonidas fegaras|68|77|78|10|14|9|0.9|0.6428571428571429
0|2315|1114|1996|1995|deeds towards distributed and active real time database system joakim eriksson jonas mellin sten andler mikael berndtsson bengt eftring rgen hansson sigmod record|promises and realities active database systems very large data bases eric simon angelika kotz dittrich|47|54|52|25|16|3|0.1875|0.12
0|11|152|2003|1998|aurora data stream management system nesime tatbul daniel abadi erwin anurag maskey mitch cherniack alex rasin christian convey singer eduardo galvez yan ugur etintemel ying xing stanley zdonik michael stonebraker donald carney hatoun sigmod conference|the araneus web based management system international conference management data mecca atzeni masci sindoni merialdo|41|44|50|43|19|5|0.2631578947368421|0.11627906976744186
1|1029|970|1998|1998|scalable techniques for mining causal structures sergey brin craig silverstein rajeev motwani jeffrey ullman vldb|scalable techniques for mining causal structures very large data bases craig silverstein sergey brin rajeev motwani jeffrey ullman|85|91|77|16|19|15|0.9375|0.7894736842105263
1|70|963|1998|1998|expiring data warehouse vldb wilburt labio jun yang hector garcia molina|expiring data warehouse hector garcia molina wilburt labio jun yang very large data bases|73|87|73|13|15|12|0.9230769230769231|0.8
0|2486|1431|"8|1998"|1994|database systems management and oracle gregory doherty sigmod conference|database systems present and future very large data bases philip bernstein|56|51|58|10|13|3|0.3|0.23076923076923078
0|1814|797|1995|"1999|214"|upsizing from file server clent server architectures the access team sigmod conference|adaptive hybrid server architecture for client caching odbmss kaladhar voruganti tamer zsu ronald unrau very large data bases|43|47|46|12|21|1|0.08333333333333333|0.047619047619047616
1|2332|975|1998|"214|1998"|asynchronous avoidance based cache consistency algorithm for client caching dbmss vldb ronald unrau kaladhar voruganti tamer zsu|asynchronous avoidance based cache consistency algorithm for client caching dbmss tamer zsu kaladhar voruganti ronald unrau very large data bases|80|92|83|21|23|19|0.9047619047619048|0.8260869565217391
1|1727|1937|1995|1995|ptool light weight persistent object manager david hanley robert grossman xiao qin sigmod conference|ptool light weight persistent object manager international conference management data grossman hanley qin|65|76|64|16|20|12|0.75|0.6
0|1312|997|1998|"214|1998"|periodic resource scheduling for continuous media databases minos garofalakis banu zden abraham silberschatz vldb|resource scheduling for composite multimedia objects minos garofalakis yannis ioannidis banu zden very large data bases|63|63|63|18|18|8|0.4444444444444444|0.4444444444444444
0|1098|1320|2002|2001|storing and querying ordered xml using relational database system kevin beyer jayavel shanmugasundaram chun zhang igor tatarinov stratis viglas eugene shekita sigmod conference|querying xml views relational data jayavel shanmugasundaram jerry kiernan eugene shekita catalina fan john funderburk very large data bases|55|57|55|26|20|8|0.4|0.3076923076923077
0|743|1527|1998|1995|cure efficient clustering algorithm for large databases sudipto guha rajeev rastogi kyuseok shim sigmod conference|visdb system for visualizing large databases daniel keim hans peter kriegel international conference management data|46|49|48|16|18|4|0.25|0.2222222222222222
1|2365|1838|1997|"233|237|1997"|wave indices indexing evolving databases hector garcia molina narayanan shivakumar sigmod conference|wave indices indexing evolving databases narayanan shivakumar ctor garc molina international conference management data|67|75|71|12|18|9|0.75|0.5
0|284|917|1997|2002|editor notes michael franklin sigmod record|editorial peter apers stefano ceri richard snodgrass the vldb journal the international journal very large data bases|40|38|49|8|16|0|0.0|0.0
0|2546|2138|1997|2003|infomaster information integration system arthur keller michael genesereth oliver duschka sigmod conference|information rules dale stirling acm sigmod record|46|46|47|15|8|2|0.25|0.13333333333333333
1|2436|600|1994|1994|pattern based object calculus stanley nabil kamel ping vldb|pattern based object calculus nabil kamel ping stanley the vldb journal the international journal very large data bases|60|71|74|15|22|14|0.9333333333333333|0.6363636363636364
0|1577|488|1998|2000|safe query languages for constraint databases acm trans database syst peter revesz|the mlpq gis constraint database system peter revesz rui chen pradip kanjamala yiming yuguo liu yonghui wang international conference management data|40|51|52|13|24|4|0.3076923076923077|0.16666666666666666
0|1033|1649|2002|1994|data page layouts for relational databases deep memory hierarchies david dewitt mark hill anastassia ailamaki vldb|formal query languages for secure relational databases marianne winslett kenneth smith xiaolei qian acm transactions database systems tods|48|42|50|19|19|4|0.21052631578947367|0.21052631578947367
0|828|465|"18|2002"|"2000|2001"|report the british national conference databases bncod carole goble brian read sigmod record|report the fourth international conference flexible query answering systems fqas acm sigmod record patrick bosc amihai motro gabriella pasi|55|59|66|17|20|6|0.35294117647058826|0.3
1|817|196|1999|1999|query optimization the presence limited access patterns dan suciu ioana manolescu daniela florescu alon levy sigmod conference|query optimization the presence limited access patterns international conference management data daniela florescu alon levy ioana manolescu dan suciu|74|85|75|20|22|18|0.9|0.8181818181818182
0|1275|1547|"2|2|2002"|1995|the role engines integration architectures christoph bussler sigmod record|use component architecture integrating relational and non relational robert atkinson international conference management data|41|46|43|12|17|2|0.16666666666666666|0.11764705882352941
0|1181|306|1996|2001|answering queries with aggregation using views jagadish shaul dar divesh srivastava alon levy vldb|robust optimization based approach for approximate answering aggregate queries surajit chaudhuri gautam das vivek narasayya international conference management data|41|42|50|17|22|2|0.11764705882352941|0.09090909090909091
0|162|262|1995|2001|temporal database system implementations michael hlen sigmod record|supporting containment queries relational database management systems chun zhang jeffrey naughton david dewitt qiong luo guy lohman international conference management data|36|37|50|10|23|1|0.1|0.043478260869565216
0|2386|1303|1995|1994|data extraction and transformation for the data warehouse cass squire sigmod conference|tools and transformations rigorous and otherwise for practical database design arnon rosenthal david reiner acm transactions database systems tods|45|47|48|11|18|2|0.18181818181818182|0.1111111111111111
0|22|152|1997|1998|query language for web site management system dan suciu daniela florescu alon levy mary fernandez sigmod record|the araneus web based management system international conference management data mecca atzeni masci sindoni merialdo|49|52|50|20|19|4|0.21052631578947367|0.2
0|2117|1619|"2|1995"|1994|replication oracle sybase doug stacey sigmod record|sybase replication server alex gorelik yongdong wang mark deppe international conference management data|43|43|53|9|15|2|0.2222222222222222|0.13333333333333333
0|27|1202|2001|1996|form based proxy caching for database backed web sites jeffrey naughton qiong luo vldb|predicate based caching scheme for client server database architectures arthur keller julie basu the vldb journal the international journal very large data bases|46|45|50|15|24|5|0.3333333333333333|0.20833333333333334
1|1767|2028|2003|2003|query humming action with its technology revealed sigmod conference yunyue zhu xiaojian zhao dennis shasha|query humming action with its technology revealed yunyue zhu dennis shasha xiaojian zhao international conference management data|69|83|76|17|21|16|0.9411764705882353|0.7619047619047619
0|1798|1827|2003|1997|incremental computation and maintenance temporal aggregates jun yang jennifer widom vldb|temporal aggregation active database rules iakovos motakis carlo zaniolo international conference management data|41|47|44|13|16|2|0.15384615384615385|0.125
0|1648|1518|1995|1995|quickstore high performance mapped object store seth white david dewitt vldb|implementing crash recovery quickstore performance study international conference management data seth white david dewitt|55|60|58|13|19|8|0.6153846153846154|0.42105263157894735
0|2474|2214|1997|2003|the semantics now databases christian jensen tomÃ isakowitz richard snodgrass curtis dyreson james clifford acm trans database syst|understanding the semantics sensor data acm sigmod record murali mani|44|44|51|24|11|4|0.36363636363636365|0.16666666666666666
0|580|760|"99|1999"|2002|implementing the spirit sql sigmod conference paul brown|implementing xquery paul cotton international conference management data|53|53|59|9|10|4|0.4444444444444444|0.4
0|78|1150|1994|"246|1996"|the ores temporal database management system babis theodoulidis george karvelis jayant chaudhary aziz ait braham simon sou george andrianopoulos sigmod conference|coalescing temporal databases michael hlen richard thomas snodgrass michael soo very large data bases|46|43|49|20|17|1|0.058823529411764705|0.05
0|1085|2018|2000|2003|agora living with xml and relational vldb daniela florescu donald kossmann dan olteanu ioana manolescu florian xhumari|rolex relational line exchange with xml philip bohannon xin luna dong sumit ganguly henry korth chengkai narayan pradeep shenoy international conference management data|41|45|45|17|29|3|0.17647058823529413|0.10344827586206896
0|591|1823|1999|1997|dynamic service matchmaking among agents open information environments matthias klusch katia sycara seth widoff jianguo sigmod record|infosleuth agent based semantic integration information open and dynamic environments bayardo bohrer brice cichocki fowler helal kashyap ksiezyk martin nodine rashid rusinkiewicz shea unnikrishnan unruh woelk international conference management data|39|46|45|20|44|5|0.25|0.11363636363636363
1|2320|1250|1998|1998|data partitioning and load balancing parallel disk systems vldb gerhard weikum peter zabback peter scheuermann|data partitioning and load balancing parallel disk systems peter scheuermann gerhard weikum peter zabback the vldb journal the international journal very large data bases|71|79|83|16|22|15|0.9375|0.6818181818181818
0|1571|556|1999|"227|2001"|overview and classification mediated query systems klaus dittrich ruxandra domenig sigmod record|detection and classification intrusions and faults using sequences system calls cabrera lundy lewis raman mehra acm sigmod record|55|57|50|15|23|5|0.3333333333333333|0.21739130434782608
0|1112|118|1994|1999|using semantic values falilitate interoperability among heterogeneous information systems edward sciore michael siegel arnon rosenthal acm trans database syst|semantic interoperability global information systems acm sigmod record ouksel sheth|57|58|64|20|13|5|0.38461538461538464|0.25
0|353|270|1994|"241|2001"|dec data distributor for data replication and data warehousing daniel dietterich sigmod conference|storhouse metanoia new applications for database storage data warehousing felipe cari pekka kostamaa art kaufmann john burgess international conference management data|46|47|51|12|24|4|0.3333333333333333|0.16666666666666666
0|398|2010|2001|"199|2003"|agflow agent based cross enterprise workflow management system boualem benatallah anne ngu phuong nguyen liangzhao zeng vldb|aurora data stream management system abadi carney etintemel cherniack convey erwin galvez hatoun maskey rasin singer stonebraker tatbul xing yan zdonik international conference management data|38|38|45|18|35|2|0.1111111111111111|0.05714285714285714
0|1050|2107|2001|2001|querying xml views relational data jerry kiernan jayavel shanmugasundaram catalina fan eugene shekita john funderburk vldb|efficiently publishing relational data xml documents the vldb journal the international journal very large data bases jayavel shanmugasundaram eugene shekita rimon barr michael carey bruce lindsay hamid pirahesh berthold reinwald|48|53|57|18|29|8|0.4444444444444444|0.27586206896551724
0|2315|1898|1996|1996|deeds towards distributed and active real time database system joakim eriksson jonas mellin sten andler mikael berndtsson bengt eftring rgen hansson sigmod record|the mariposa distributed database management system acm sigmod record jeff sidell|46|52|54|25|11|5|0.45454545454545453|0.2
1|2241|2228|2003|2003|energy and rate based mac protocol for wireless sensor networks ramaraju kalidindi vijay kumar rajgopal kannan sitharama iyengar sigmod record|energy and rate based mac protocol for wireless sensor networks rajgopal kannan ram kalidindi iyengar vijay kumar acm sigmod record|77|92|74|21|21|19|0.9047619047619048|0.9047619047619048
0|361|1432|1998|1994|datablitz high performance main memory storage manager narayan joshi nemeth abraham silberschatz henry korth khivesera jerry baulier sudarshan philip bohannon peter mcilroy miller gogate rajeev rastogi gupta vldb|dali high performance main memory storage manager jagadish daniel lieuwen rajeev rastogi abraham silberschatz sudarshan very large data bases|58|63|68|35|24|14|0.5833333333333334|0.4
0|543|793|1999|1999|efficient bitmap encoding scheme for selection queries chee yong chan yannis ioannidis sigmod conference|evaluating top selection queries surajit chaudhuri luis gravano very large data bases|43|46|47|16|13|2|0.15384615384615385|0.125
0|234|1789|1994|1998|fast algorithms for mining association rules large databases ramakrishnan srikant rakesh agrawal vldb|parallel mining algorithms for generalized association rules with classification hierarchy international conference management data takahiko shintani masaru kitsuregawa|50|49|56|14|20|5|0.35714285714285715|0.25
0|2248|1440|2003|1995|research issues for data communication mobile hoc network database systems leslie fife gruenwald sigmod record|generalized search trees for database systems joseph hellerstein jeffrey naughton avi pfeffer very large data bases|43|54|44|19|18|4|0.2222222222222222|0.21052631578947367
0|385|759|1999|2002|query optimization for selections using bitmaps ming chuan sigmod conference|bringing order query optimization giedrius slivinskas christian jensen richard thomas snodgrass acm sigmod record|54|52|56|11|16|3|0.2727272727272727|0.1875
0|2128|307|2003|2001|rainbow multi xquery optimization using materialized xml views brian murphy elke rundensteiner bradford pielech maged sayed mukesh mulchandani luping ding katica dimitrova ling wang xin zhang sigmod conference|materialized view selection and maintenance using multi query optimization international conference management data hoshi mistry prasan roy sudarshan krithi ramamritham|41|51|44|30|23|5|0.21739130434782608|0.16666666666666666
0|1568|291|1995|2001|parallel evaluation multi join queries jan flokstra annita wilschut peter apers sigmod conference|efficient evaluation xml middle ware queries mary fernandez atsuyuki morishima dan suciu international conference management data|51|48|57|17|18|4|0.23529411764705882|0.2222222222222222
0|1572|67|2000|2000|local dimensionality reduction new approach indexing high dimensional spaces kaushik chakrabarti sharad mehrotra vldb|finding generalized projected clusters high dimensional spaces charu aggarwal philip international conference management data|48|52|50|16|20|3|0.1875|0.15
0|1879|1362|2001|2000|locally adaptive dimensionality reduction for indexing large time series databases kaushik chakrabarti sharad mehrotra eamonn keogh michael pazzani sigmod conference|local dimensionality reduction new approach indexing high dimensional spaces kaushik chakrabarti sharad mehrotra very large data bases|65|66|68|21|19|8|0.42105263157894735|0.38095238095238093
0|726|526|2002|2002|reminiscences influential papers kenneth ross anastassia ailamaki alfred aho sigmod record|influential papers ken ross acm sigmod record|62|62|71|14|7|5|0.7142857142857143|0.35714285714285715
1|2030|2208|"2002|2003"|"2002|2003"|review web caching and replication michael rabinovich and oliver spatscheck addison wesley sigmod record qiang wang brian davison|review web caching and replication michael rabinovich and oliver spatscheck addison wesley qiang wang brian davison acm sigmod record|88|99|90|20|21|20|1.0|0.9523809523809523
0|2550|1239|2000|2002|guest editorial malcolm atkinson vldb|guest editorial alon halevy the vldb journal the international journal very large data bases|48|45|73|7|14|3|0.42857142857142855|0.21428571428571427
1|531|1089|1996|1996|information retrieval from incomplete data cube curtis dyreson vldb|information retrieval from incomplete data cube very large data bases curtis dyreson|83|86|81|11|13|10|0.9090909090909091|0.7692307692307693
0|2452|1040|1995|"231|1996"|temporal conditions and integrity constraints active database systems ouri wolfson prasad sistla sigmod conference|integrating triggers and declarative constraints sql database sytems roberta cochrane hamid pirahesh nelson mendon mattos very large data bases|54|53|57|16|21|5|0.3125|0.23809523809523808
0|1450|1675|"94|1995"|"233|1994"|acm multimedia conference workshop multimedia database management systems bruce berra bhavani thuraisingham kingsley nwosu sigmod record|open object database management systems international conference management data jos blakeley|45|51|53|19|13|5|0.38461538461538464|0.2631578947368421
0|708|56|1995|"214|1999"|from the guest editors special section data management issues mobile computing margaret dunham abdelsalam helal sigmod record|data management issues electronic commerce tamer zsu international conference management data|44|50|50|20|13|5|0.38461538461538464|0.25
0|2602|1490|1995|"101|1995"|metu interoperable database system ebru kilic pinar koksal cem evrendilek ugur halici sema mancuhan kesim asuman dogac cevdet dengi sena nural khan zhan fatma ozcan ismailcem budak arpinar sigmod record|parallel database systems jim gray international conference management data|38|41|53|33|11|1|0.09090909090909091|0.030303030303030304
0|304|527|2001|2002|reminiscences influential papers per larson luis gravano stefano ceri leonid libkin tova milo kenneth ross sigmod record|reminiscences influential papers kenneth ross theodore johnson richard thomas snodgrass acm sigmod record|63|64|57|21|15|9|0.6|0.42857142857142855
0|2296|1233|1996|2002|the mariposa distributed database management system sigmod record jeff sidell|anatomy native xml base management system the vldb journal the international journal very large data bases fiebig helmer kanne moerkotte neumann schiele westmann|37|40|53|10|30|3|0.3|0.1
0|1489|1017|2001|"216|248|216|248|1998"|online query processing peter haas joseph hellerstein sigmod conference|low cost compensation based query processing ystein vlen svein olaf hvasshovd ystein torbj rnsen very large data bases|48|41|55|11|18|2|0.18181818181818182|0.1111111111111111
0|1771|2013|2002|2003|watermarking relational databases rakesh agrawal jerry kiernan vldb|peerdb peering into personal databases beng chin ooi kian lee tan aoying zhou chin hong goh yingguang chu yee liau ling wee siong yanfeng shu xiaoyu wang ming zhang international conference management data|30|31|49|8|37|1|0.125|0.02702702702702703
1|1456|1172|1998|1998|approximate similarity retrieval with trees fausto rabitti giuseppe amato pavel zezula pasquale savino vldb|approximate similarity retrieval with trees pavel zezula pasquale savino giuseppe amato fausto rabitti the vldb journal the international journal very large data bases|61|78|69|16|23|15|0.9375|0.6521739130434783
0|1409|306|2000|2001|congressional samples for approximate answering group queries viswanath poosala swarup acharya phillip gibbons sigmod conference|robust optimization based approach for approximate answering aggregate queries surajit chaudhuri gautam das vivek narasayya international conference management data|52|51|57|18|22|6|0.3333333333333333|0.2727272727272727
1|2135|2113|2003|2003|complex relationships and knowledge discovery support the infoquilt system vldb amit sheth sanjeev thacker shuchi patel|complex relationships and knowledge discovery support the infoquilt system sheth thacker patel the vldb journal the international journal very large data bases|71|73|82|19|23|14|0.7368421052631579|0.6086956521739131
1|1790|706|2002|2002|dbxplorer enabling keyword search over relational databases sigmod conference gautam das sanjay agrawal surajit chaudhuri|dbxplorer enabling keyword search over relational databases sanjay agrawal surajit chaudhuri gautam das international conference management data|68|84|76|15|19|14|0.9333333333333333|0.7368421052631579
0|958|551|2000|2001|reminiscences influential papers sigmod record sudarshan charu aggarwal mihalis yannakakis alfons kemper kenneth ross sunita sarawagi|reminiscences influential papers kenneth ross acm sigmod record|52|64|72|20|10|9|0.9|0.45
1|25|806|1999|"231|1999"|high level indexing user defined types brian tran jyh herng chow michelle jou jean grandbois yun wang you chin fuh weidong chen nelson mendonÃ mattos vldb|high level indexing user defined types weidong chen jyh herng chow you chin fuh jean grandbois michelle jou nelson mendon mattos brian tran yun wang very large data bases|67|93|69|29|32|27|0.9310344827586207|0.84375
0|2111|542|2000|2002|information director message sigmod record alberto mendelzon|treasurer message joachim hammer acm sigmod record|50|57|56|9|8|4|0.5|0.4444444444444444
0|1138|1728|1998|1994|proximity search databases narayanan shivakumar hector garcia molina roy goldman suresh venkatasubramanian vldb|metadata video databases ramesh jain arun hampapur acm sigmod record|45|42|54|14|11|2|0.18181818181818182|0.14285714285714285
0|690|304|2001|2001|supporting containment queries relational database management systems sigmod conference guy lohman david dewitt qiong luo jeffrey naughton chun zhang|query optimization compressed database systems zhiyuan chen johannes gehrke flip korn international conference management data|45|56|47|24|18|6|0.3333333333333333|0.25
0|155|747|2002|"225|237|2002"|data mining practical machine learning tools and techniques book review sigmod record james geller|data mining concepts and techniques jiawei han and micheline kamber fernando berzal nicolf mat acm sigmod record|49|61|50|14|19|6|0.42857142857142855|0.3157894736842105
0|1366|1446|1996|1995|real time index concurrency control seshadri jayant haritsa sigmod record|value cognizant speculative concurrency control azer bestavros spyridon braoudakis very large data bases|52|42|56|12|13|2|0.16666666666666666|0.15384615384615385
0|981|1640|2003|1994|query processing for high volume xml message brokering vldb michael franklin yanlei diao|sequence query processing praveen seshadri miron livny raghu ramakrishnan international conference management data|48|47|50|14|15|2|0.14285714285714285|0.13333333333333333
0|2194|118|1999|1999|semantic and pedagogic interoperability mechanisms the ariadne educational repository sigmod record erik duval eddy forte kris cardinaels koen hendrikx florence haenni maria wentland forte florence simillion ken warkentyne vervaet|semantic interoperability global information systems acm sigmod record ouksel sheth|42|43|57|29|13|5|0.38461538461538464|0.1724137931034483
0|234|1471|1994|1995|fast algorithms for mining association rules large databases ramakrishnan srikant rakesh agrawal vldb|efficient algorithm for mining association rules large databases very large data bases ashoka savasere edward omiecinski shamkant navathe|63|62|73|14|20|7|0.5|0.35
0|63|1718|1999|1994|multi dimensional substring selectivity estimation vldb divesh srivastava olga kapitskaia raymond jagadish|adaptive selectivity estimation using query feedback chungmin melvin chen nick roussopoulos international conference management data|44|46|43|16|17|2|0.125|0.11764705882352941
0|935|755|1998|"7|2002"|integrating symbolic images into multimedia database system using classification and abstraction approaches hanan samet aya soffer vldb|mpeg and multimedia database systems harald kosch acm sigmod record|49|50|63|19|10|3|0.3|0.15789473684210525
1|2296|1898|1996|1996|the mariposa distributed database management system sigmod record jeff sidell|the mariposa distributed database management system acm sigmod record jeff sidell|97|97|95|10|11|10|1.0|0.9090909090909091
1|2199|833|1999|1999|histogram based approximation set valued query answers viswanath poosala yannis ioannidis vldb|histogram based approximation set valued query answers very large data bases yannis ioannidis viswanath poosala|80|87|85|14|17|13|0.9285714285714286|0.7647058823529411
0|1409|1794|2000|1998|congressional samples for approximate answering group queries viswanath poosala swarup acharya phillip gibbons sigmod conference|new sampling based summary statistics for improving approximate query answers phillip gibbons yossi matias international conference management data|49|56|51|18|21|7|0.3888888888888889|0.3333333333333333
1|2169|1578|1995|1995|annotated bibliography active databases johann christoph freytag ulrike jaeger sigmod record|annotated bibliography active databases short version ulrike jaeger johann christoph freytag acm sigmod record|80|92|72|13|16|13|1.0|0.8125
0|2013|1145|1998|1996|incremental maintenance for materialized views over semistructured data vasilis vassalos janet wiener michael rys serge abiteboul jason mchugh vldb|incremental maintenance externally materialized views martin staudt matthias jarke very large data bases|59|57|62|20|14|5|0.35714285714285715|0.25
1|1107|1939|1995|"252|1995"|the ecrc multi database system sigmod conference heribert schÃ willem jonker|the ecrc multi database system willem jonker heribert sch international conference management data|67|77|76|12|16|10|0.8333333333333334|0.625
0|1646|2019|2000|2003|managing intervals efficiently object relational databases vldb thomas seidl marco tke hans peter kriegel|system for watermarking relational databases rakesh agrawal peter haas jerry kiernan international conference management data|44|51|47|16|19|3|0.1875|0.15789473684210525
0|817|2274|1999|2003|query optimization the presence limited access patterns dan suciu ioana manolescu daniela florescu alon levy sigmod conference|computing complete answers queries the presence limited access patterns chen the vldb journal the international journal very large data bases|56|55|59|20|22|7|0.35|0.3181818181818182
0|775|1178|2002|1998|guest editor introduction sigmod record asuman dogac|guest editorial matthias jarke the vldb journal the international journal very large data bases|43|50|46|8|13|1|0.125|0.07692307692307693
0|892|2243|1996|1994|calibrating the query optimizer cost model iro object oriented federated database system zhao hui tang fei sha georges gardarin vldb|odefs file system interface object oriented database very large data bases narain gehani jagadish william roome|51|53|53|23|22|5|0.22727272727272727|0.21739130434782608
0|1836|2036|2002|2003|automation information extraction and data integration vldb sunita sarawagi|capturing both types and constraints data integration michael benedikt chee yong chan wenfei fan juliana freire rajeev rastogi international conference management data|39|43|51|10|24|4|0.4|0.16666666666666666
0|198|1542|2000|1995|effective timestamping databases christian jensen kristian torp richard snodgrass vldb|indexing multimedia databases christos faloutsos international conference management data|46|47|46|14|11|1|0.09090909090909091|0.07142857142857142
0|1896|1020|1999|"246|1998"|snakes and sandwiches optimal clustering strategies for data warehouse laks lakshmanan divesh srivastava jagadish sigmod conference|incremental clustering for mining data warehousing environment martin ester hans peter kriegel sander michael wimmer xiaowei very large data bases|45|47|46|20|24|4|0.2|0.16666666666666666
0|2241|2220|2003|2003|energy and rate based mac protocol for wireless sensor networks ramaraju kalidindi vijay kumar rajgopal kannan sitharama iyengar sigmod record|bluetooth based sensor networks acm sigmod record philippe bonnet allan beaufour mads bondo dydensborg martin leopold|44|48|47|21|16|5|0.3125|0.23809523809523808
0|309|543|2000|"225|2002"|xperanto middleware for publishing object relational data xml documents michael carey subbu subramanian eugene shekita jerry kiernan jayavel shanmugasundaram vldb|silkroute framework for publishing relational data xml acm transactions database systems tods mary fern ndez yana kadiyska dan suciu atsuyuki morishima wang chiew tan|49|51|50|23|27|5|0.21739130434782608|0.18518518518518517
0|1596|1489|1998|1995|database techniques for the world wide web survey daniela florescu alberto mendelzon alon levy sigmod record|carnot and infosleuth database technology and the world wide web woelk bohrer jacobs ong tomlinson unnikrishnan international conference management data|46|47|52|19|26|5|0.2631578947368421|0.19230769230769232
0|823|1600|1994|"246|1995"|the glue nail deductive database system design implementation and evaluation geoffrey phipps marcia derr shinichi morishita vldb|temporal database system implementations michael hlen acm sigmod record|50|49|59|19|11|2|0.18181818181818182|0.10526315789473684
1|2120|769|1998|1998|information communication and money for what can charge and how can meter henry korth stephen blott abraham silberschatz vldb|information communication and money for what can charge and how can meter stephen blott henry korth abraham silberschatz very large data bases|84|92|88|20|23|19|0.95|0.8260869565217391
0|2452|576|1995|1994|temporal conditions and integrity constraints active database systems ouri wolfson prasad sistla sigmod conference|the aditi deductive database system jayen vaghani kotagiri ramamohanarao david kemp zoltan somogyi peter stuckey tim leask james harland the vldb journal the international journal very large data bases|37|42|46|16|30|1|0.0625|0.03333333333333333
0|110|1833|2001|1997|multiway spatial joins dimitris papadias nikos mamoulis acm trans database syst|size separation spatial join nick koudas kenneth sevcik international conference management data|43|46|44|11|15|1|0.09090909090909091|0.06666666666666667
0|2131|1159|1998|"237|1997"|the trigs active object oriented database system overview gerti kappel werner retschitzegger sigmod record|exact extensible approach active object oriented databases oscar arturo jaime the vldb journal the international journal very large data bases|49|45|57|15|23|5|0.3333333333333333|0.21739130434782608
0|26|1066|1994|1996|database systems present and future philip bernstein vldb|performance future database systems bottlenecks and bonananzas chaitanya baru very large data bases|47|54|53|10|15|4|0.4|0.26666666666666666
0|1792|1296|2002|2001|views large scale xml repository vincent aguilera dan vodislav pierangelo veltri sophie cluet tova milo vldb|views large scale xml repository sophie cluet pierangelo veltri dan vodislav very large data bases|67|80|70|19|16|13|0.8125|0.6842105263157895
0|2308|1805|2000|1998|approximate query processing using wavelets kyuseok shim kaushik chakrabarti minos garofalakis rajeev rastogi vldb|similarity query processing using disk arrays apostolos papadopoulos yannis manolopoulos international conference management data|49|45|50|15|17|4|0.26666666666666666|0.23529411764705882
0|1480|1752|2002|1997|distributed query evaluation semistructured data dan suciu acm trans database syst|management semistructured data dan suciu acm sigmod record|59|60|70|12|9|5|0.5555555555555556|0.4166666666666667
0|833|720|2003|2002|combi operator database support for data mining applications vldb wolfgang lehner alexander hinneburg dirk habich|dbcache database caching for web application servers mehmet altinel qiong luo sailesh krishnamurthy mohan hamid pirahesh bruce lindsay honguk woo larry brown international conference management data|37|45|46|15|30|3|0.2|0.1
0|1254|1356|1995|2000|the oracle warehouse gary hallmark vldb|concurrency the data warehouse richard taylor very large data bases|50|51|62|6|10|2|0.3333333333333333|0.2
0|1541|199|1996|1999|data mining techniques sigmod conference jiawei han|query processing techniques for arrays arunprasad marathe kenneth salem international conference management data|41|48|49|7|16|3|0.42857142857142855|0.1875
0|135|790|1995|1999|semint system prototype for semantic integration heterogeneous databases wen syan chris clifton sigmod conference|quality driven integration heterogenous information systems felix naumann ulf leser johann christoph freytag very large data bases|48|55|50|17|18|1|0.058823529411764705|0.05555555555555555
1|2226|875|2000|2000|identifying representative trends massive time series data sets using sketches muthukrishnan nick koudas piotr indyk vldb|identifying representative trends massive time series data sets using sketches piotr indyk nick koudas muthukrishnan very large data bases|80|91|83|18|20|17|0.9444444444444444|0.85
0|705|2125|2002|2003|book review column karl aberer sigmod record|book review column karl aberer acm sigmod record|96|96|91|7|8|7|1.0|0.875
0|1355|899|1997|2002|information systems research george mason university sushil jajodia amihai motro edgar sibley alexander brodsky larry kerschberg xiaoyang sean wang daniel barbarÃ sigmod record|research information managment dublin city university mark roantree alan smeaton acm sigmod record|47|53|47|25|16|6|0.375|0.24
0|2574|451|1996|2000|report from the nsf workshop workflow and process automation information systems dimitrios georgakopoulos stef joosten marek rusinkiewicz alexander wolf walt scacchi amit sheth jack wileden sigmod record|research and practice federated information systems acm sigmod record hasselbring van den heuvel houben kutsche rieger roantree subieta|44|50|47|32|27|6|0.2222222222222222|0.1875
0|631|328|2002|2001|template model for multidimensional inter transactional association rules jeffrey hongjun ling feng jiawei han vldb|data mining with optimized two dimensional association rules takeshi fukuda yasuhiko morimoto shimichi morishita takeshi tokuyama acm transactions database systems tods|43|45|46|20|21|2|0.1|0.09523809523809523
1|1872|1174|1997|1997|the tree multi attribute index supporting concurrency recovery and node consolidation betty salzberg david lomet georgios evangelidis vldb|the tree multi attribute index supporting concurrency recovery and node consolidation georgios evangelidis david lomet betty salzberg the vldb journal the international journal very large data bases|71|84|81|23|28|21|0.9130434782608695|0.75
